Date,META,MSFT,NVDA,TSLA
2025-11-05,635.4317626953125,506.2125549316406,195.1991424560547,462.07000732421875
2025-11-06,618.4356079101562,496.1713562011719,188.0695343017578,445.9100036621094
2025-11-07,621.203369140625,495.8918762207031,188.1395263671875,429.5199890136719
2025-11-10,631.2451782226562,505.0547180175781,199.03892517089844,445.2300109863281
2025-11-11,626.5690307617188,507.7297058105469,193.1492462158203,439.6199951171875
2025-11-12,608.5137329101562,510.1851501464844,193.78921508789062,430.6000061035156
2025-11-13,609.3930053710938,502.34979248046875,186.84959411621094,401.989990234375
2025-11-14,608.96337890625,509.2268981933594,190.15940856933594,404.3500061035156
2025-11-17,601.5194091796875,506.54193115234375,186.58961486816406,408.9200134277344
2025-11-18,597.2029418945312,492.8675537109375,181.3498992919922,401.25
2025-11-19,589.8389282226562,486.2099914550781,186.50961303710938,403.989990234375
2025-11-20,588.669921875,478.42999267578125,180.62994384765625,395.2300109863281
2025-11-21,593.7657470703125,472.1199951171875,178.8700408935547,391.0899963378906
2025-11-24,612.5504150390625,474.0,182.5398406982422,417.7799987792969
2025-11-25,635.7014770507812,476.989990234375,177.8101043701172,419.3999938964844
2025-11-26,633.0936279296875,485.5,180.2499542236328,426.5799865722656
2025-11-28,647.4219970703125,492.010009765625,176.99014282226562,430.1700134277344
2025-12-01,640.3477172851562,486.739990234375,179.9099884033203,430.1400146484375
2025-12-02,646.5726318359375,490.0,181.4499053955078,429.239990234375
2025-12-03,639.0787353515625,477.7300109863281,179.5800018310547,446.739990234375
2025-12-04,660.990966796875,480.8399963378906,183.3800048828125,454.5299987792969
2025-12-05,672.8712158203125,483.1600036621094,182.41000366210938,455.0
2025-12-08,666.256591796875,491.0199890136719,185.5500030517578,439.5799865722656
2025-12-09,656.4246826171875,492.0199890136719,184.97000122070312,445.1700134277344
2025-12-10,649.6002197265625,478.55999755859375,183.77999877929688,451.45001220703125
2025-12-11,652.1781005859375,483.4700012207031,180.92999267578125,446.8900146484375
2025-12-12,643.7050170898438,478.5299987792969,175.02000427246094,458.9599914550781
2025-12-15,647.510009765625,474.82000732421875,176.2899932861328,475.30999755859375
2025-12-16,657.1500244140625,476.3900146484375,177.72000122070312,489.8800048828125
2025-12-17,649.5,476.1199951171875,170.94000244140625,467.260009765625
2025-12-18,664.4500122070312,483.9800109863281,174.13999938964844,483.3699951171875
2025-12-19,658.77001953125,485.9200134277344,180.99000549316406,481.20001220703125
2025-12-22,661.5,484.9200134277344,183.69000244140625,488.7300109863281
2025-12-23,664.9400024414062,486.8500061035156,189.2100067138672,485.55999755859375
2025-12-24,667.5499877929688,488.0199890136719,188.61000061035156,485.3999938964844
2025-12-26,663.2899780273438,487.7099914550781,190.52999877929688,475.19000244140625
2025-12-29,658.6900024414062,487.1000061035156,188.22000122070312,459.6400146484375
2025-12-30,665.9500122070312,487.4800109863281,187.5399932861328,454.42999267578125
2025-12-31,660.0900268554688,483.6199951171875,186.5,449.7200012207031
2026-01-02,650.4099731445312,472.94000244140625,188.85000610351562,438.07000732421875
2026-01-05,658.7899780273438,472.8500061035156,188.1199951171875,451.6700134277344
2026-01-06,660.6199951171875,478.510009765625,187.24000549316406,432.9599914550781
2026-01-07,648.6900024414062,483.4700012207031,189.11000061035156,431.4100036621094
2026-01-08,646.0599975585938,478.1099853515625,185.0399932861328,435.79998779296875
2026-01-09,653.0599975585938,479.2799987792969,184.86000061035156,445.010009765625
2026-01-12,641.969970703125,477.17999267578125,184.94000244140625,448.9599914550781
2026-01-13,631.0900268554688,470.6700134277344,185.80999755859375,447.20001220703125
2026-01-14,615.52001953125,459.3800048828125,183.13999938964844,439.20001220703125
2026-01-15,620.7999877929688,456.6600036621094,187.0500030517578,438.57000732421875
2026-01-16,620.25,459.8599853515625,186.22999572753906,437.5
2026-01-20,604.1199951171875,454.5199890136719,178.07000732421875,419.25
2026-01-21,612.9600219726562,444.1099853515625,183.32000732421875,431.44000244140625
2026-01-22,647.6300048828125,451.1400146484375,184.83999633789062,449.3599853515625
2026-01-23,658.760009765625,465.95001220703125,187.6699981689453,449.05999755859375
2026-01-26,672.3599853515625,470.2799987792969,186.47000122070312,435.20001220703125
2026-01-27,672.969970703125,480.5799865722656,188.52000427246094,430.8999938964844
2026-01-28,668.72998046875,481.6300048828125,191.52000427246094,431.4599914550781
2026-01-29,738.3099975585938,433.5,192.50999450683594,416.55999755859375
2026-01-30,716.5,430.2900085449219,191.1300048828125,430.4100036621094
2026-02-02,706.4099731445312,423.3699951171875,185.61000061035156,421.80999755859375
2026-02-03,691.7000122070312,411.2099914550781,180.33999633789062,421.9599914550781
2026-02-04,668.989990234375,414.19000244140625,174.19000244140625,406.010009765625
2026-02-05,670.2100219726562,393.6700134277344,171.8800048828125,397.2099914550781
2026-02-06,661.4600219726562,401.1400146484375,185.41000366210938,411.1099853515625
2026-02-09,677.219970703125,413.6000061035156,190.0399932861328,417.32000732421875
2026-02-10,670.719970703125,413.2699890136719,188.5399932861328,425.2099914550781
2026-02-11,668.6900024414062,404.3699951171875,190.0500030517578,428.2699890136719
2026-02-12,649.8099975585938,401.8399963378906,186.94000244140625,417.07000732421875
2026-02-13,639.77001953125,401.32000732421875,182.80999755859375,417.44000244140625
